1,1,121
2,1,129
3,1,97
4,1,15
5,2,61
6,2,214
7,2,48
8,2,55
9,3,140
10,3,214
11,3,218
12,3,231
13,4,177
14,4,41
15,4,151
16,4,124
17,5,122
18,5,153
19,5,172
20,5,203
21,6,74
22,6,122
23,6,221
24,6,211
25,7,181
26,7,124
27,7,10
28,7,51
29,8,52
30,8,67
31,8,116
32,8,178
33,9,113
34,9,175
35,9,199
36,9,154
37,10,151
38,10,172
39,10,187
40,10,152
41,11,91
42,11,51
43,11,125
44,11,200
45,12,111
46,12,122
47,12,132
48,12,18
49,13,186
50,13,102
51,13,188
52,13,107
53,14,108
54,14,215
55,14,48
56,14,103
57,15,51
58,15,177
59,15,135
60,15,52
61,16,166
62,16,114
63,16,13
64,16,14
65,17,100
66,17,27
67,17,78
68,17,187
69,18,1
70,18,11
71,18,127
72,18,177
73,19,205
74,19,165
75,19,97
76,19,114
77,20,131
78,20,178
79,20,184
80,20,7
81,21,205
82,21,192
83,21,115
84,21,176
85,22,17
86,22,36
87,22,23
88,22,52
89,23,135
90,23,119
91,23,1
92,23,68
93,24,183
94,24,121
95,24,103
96,24,184
97,25,212
98,25,109
99,25,51
100,25,38
101,26,88
102,26,153
103,26,180
104,26,24
105,27,79
106,27,37
107,27,224
108,27,69
109,28,110
110,28,67
111,28,89
112,28,83
113,29,66
114,29,193
115,29,213
116,29,230
117,30,231
118,30,17
119,30,132
120,30,106
121,31,32
122,31,78
123,31,144
124,31,3
125,32,88
126,32,190
127,32,23
128,32,211
129,33,52
130,33,82
131,33,149
132,33,28
133,34,127
134,34,199
135,34,224
136,34,231
137,35,28
138,35,131
139,35,162
140,35,172
141,36,142
142,36,94
143,36,68
144,36,146
145,37,150
146,37,50
147,37,210
148,37,54
149,38,46
150,38,7
151,38,114
152,38,146
153,39,155
154,39,138
155,39,187
156,39,173
157,40,230
158,40,162
159,40,171
160,40,231
161,41,126
162,41,83
163,41,54
164,41,113
165,42,142
166,42,230
167,42,207
168,42,128
169,43,46
170,43,117
171,43,158
172,43,166
173,44,61
174,44,160
175,44,20
176,44,112
177,45,104
178,45,222
179,45,106
180,45,178
181,46,134
182,46,38
183,46,42
184,46,210
185,47,197
186,47,76
187,47,55
188,47,226
189,48,34
190,48,206
191,48,210
192,48,19
193,49,97
194,49,165
195,49,102
196,49,36
197,50,107
198,50,34
199,50,17
200,50,221
201,51,205
202,51,38
203,51,133
204,51,157
205,52,48
206,52,27
207,52,7
208,52,197
209,53,92
210,53,157
211,53,22
212,53,228
213,54,134
214,54,33
215,54,6
216,54,195
217,55,176
218,55,43
219,55,206
220,55,188
221,56,182
222,56,152
223,56,4
224,56,171
225,57,61
226,57,104
227,57,181
228,57,81
229,58,26
230,58,84
231,58,229
232,58,67
233,59,2
234,59,178
235,59,37
236,59,84
237,60,145
238,60,67
239,60,13
240,60,222
241,61,145
242,61,157
243,61,87
244,61,200
245,62,105
246,62,72
247,62,130
248,62,138
249,63,95
250,63,201
251,63,133
252,63,119
253,64,83
254,64,173
255,64,92
256,64,53
257,65,65
258,65,38
259,65,20
260,65,91
261,66,132
262,66,212
263,66,217
264,66,72
265,67,16
266,67,40
267,67,133
268,67,92
269,68,81
270,68,108
271,68,205
272,68,181
273,69,6
274,69,79
275,69,22
276,69,136
277,70,221
278,70,205
279,70,205
280,70,112
281,71,190
282,71,174
283,71,33
284,71,15
285,72,109
286,72,76
287,72,196
288,72,49
289,73,198
290,73,203
291,73,110
292,73,191
293,74,121
294,74,171
295,74,186
296,74,2
297,75,24
298,75,215
299,75,44
300,75,63
301,76,32
302,76,107
303,76,85
304,76,222
305,77,218
306,77,145
307,77,176
308,77,197
309,78,42
310,78,168
311,78,60
312,78,228
313,79,215
314,79,86
315,79,47
316,79,101
317,80,45
318,80,70
319,80,36
320,80,175
321,81,96
322,81,174
323,81,188
324,81,24
325,82,109
326,82,46
327,82,194
328,82,38
329,83,170
330,83,5
331,83,10
332,83,165
333,84,117
334,84,131
335,84,203
336,84,220
337,85,116
338,85,161
339,85,59
340,85,190
341,86,145
342,86,5
343,86,77
344,86,203
345,87,173
346,87,173
347,87,233
348,87,191
349,88,205
350,88,224
351,88,154
352,88,96
353,89,86
354,89,9
355,89,233
356,89,39
357,90,26
358,90,156
359,90,147
360,90,56
361,91,25
362,91,60
363,91,197
364,91,74
365,92,147
366,92,173
367,92,174
368,92,52
369,93,42
370,93,91
371,93,233
372,93,132
373,94,178
374,94,46
375,94,152
376,94,135
377,95,20
378,95,225
379,95,18
380,95,135
381,96,216
382,96,164
383,96,59
384,96,10
385,97,98
386,97,64
387,97,177
388,97,115
389,98,205
390,98,59
391,98,211
392,98,203
393,99,140
394,99,217
395,99,42
396,99,222
397,100,190
398,100,54
399,100,101
400,100,230
401,101,115
402,101,13
403,101,219
404,101,125
405,102,105
406,102,29
407,102,179
408,102,30
409,103,122
410,103,53
411,103,39
412,103,142
413,104,103
414,104,24
415,104,27
416,104,29
417,105,44
418,105,152
419,105,120
420,105,55
421,106,28
422,106,225
423,106,61
424,106,192
425,107,225
426,107,51
427,107,72
428,107,147
429,108,26
430,108,145
431,108,170
432,108,144
433,109,19
434,109,69
435,109,40
436,109,28
437,110,146
438,110,130
439,110,111
440,110,137
441,111,143
442,111,226
443,111,38
444,111,95
445,112,180
446,112,158
447,112,131
448,112,86
449,113,204
450,113,150
451,113,150
452,113,75
453,114,91
454,114,13
455,114,215
456,114,2
457,115,179
458,115,231
459,115,185
460,115,214
461,116,59
462,116,188
463,116,47
464,116,152
465,117,157
466,117,34
467,117,157
468,117,206
469,118,106
470,118,210
471,118,21
472,118,158
473,119,223
474,119,144
475,119,107
476,119,178
477,120,106
478,120,85
479,120,115
480,120,102
481,121,146
482,121,35
483,121,202
484,121,123
485,122,200
486,122,221
487,122,23
488,122,121
489,123,222
490,123,191
491,123,192
492,123,215
493,124,147
494,124,190
495,124,107
496,124,52
497,125,57
498,125,75
499,125,147
500,125,162
501,126,79
502,126,190
503,126,172
504,126,83
505,127,48
506,127,67
507,127,129
508,127,1
509,128,215
510,128,169
511,128,176
512,128,156
513,129,182
514,129,86
515,129,183
516,129,3
517,130,185
518,130,224
519,130,138
520,130,19
521,131,73
522,131,79
523,131,10
524,131,41
525,132,153
526,132,123
527,132,17
528,132,35
529,133,45
530,133,63
531,133,110
532,133,201
533,134,146
534,134,141
535,134,170
536,134,130
537,135,27
538,135,54
539,135,163
540,135,178
541,136,216
542,136,180
543,136,174
544,136,193
545,137,223
546,137,144
547,137,148
548,137,111
549,138,35
550,138,20
551,138,173
552,138,42
553,139,161
554,139,10
555,139,163
556,139,71
557,140,93
558,140,160
559,140,171
560,140,18
561,141,75
562,141,109
563,141,87
564,141,133
565,142,60
566,142,175
567,142,228
568,142,131
569,143,197
570,143,92
571,143,106
572,143,41
573,144,227
574,144,39
575,144,46
576,144,213
577,145,184
578,145,159
579,145,179
580,145,129
581,146,109
582,146,27
583,146,17
584,146,45
585,147,65
586,147,83
587,147,134
588,147,133
589,148,227
590,148,31
591,148,175
592,148,230
593,149,142
594,149,24
595,149,82
596,149,117
597,150,233
598,150,105
599,150,4
600,150,231
601,151,50
602,151,171
603,151,1
604,151,217
605,152,156
606,152,74
607,152,67
608,152,128
609,153,72
610,153,198
611,153,159
612,153,94
613,154,20
614,154,184
615,154,66
616,154,40
617,155,203
618,155,224
619,155,68
620,155,59
621,156,190
622,156,149
623,156,57
624,156,52
625,157,151
626,157,54
627,157,125
628,157,192
629,158,20
630,158,176
631,158,175
632,158,169
633,159,179
634,159,179
635,159,93
636,159,77
637,160,117
638,160,45
639,160,100
640,160,61
641,161,35
642,161,36
643,161,88
644,161,159
645,162,91
646,162,121
647,162,52
648,162,200
649,163,18
650,163,204
651,163,101
652,163,111
653,164,153
654,164,112
655,164,230
656,164,172
657,165,213
658,165,70
659,165,51
660,165,108
661,166,168
662,166,212
663,166,132
664,166,117
665,167,12
666,167,13
667,167,202
668,167,10
669,168,100
670,168,169
671,168,175
672,168,54
673,169,159
674,169,5
675,169,205
676,169,49
677,170,3
678,170,99
679,170,48
680,170,16
681,171,108
682,171,38
683,171,149
684,171,52
685,172,2
686,172,147
687,172,57
688,172,79
689,173,188
690,173,8
691,173,186
692,173,113
693,174,57
694,174,218
695,174,59
696,174,85
697,175,182
698,175,109
699,175,166
700,175,41
701,176,35
702,176,151
703,176,227
704,176,208
705,177,137
706,177,228
707,177,56
708,177,215
709,178,49
710,178,37
711,178,169
712,178,113
713,179,193
714,179,212
715,179,76
716,179,159
717,180,3
718,180,42
719,180,41
720,180,114
721,181,66
722,181,190
723,181,3
724,181,214
725,182,19
726,182,169
727,182,188
728,182,162
729,183,114
730,183,204
731,183,70
732,183,88
733,184,60
734,184,146
735,184,36
736,184,92
737,185,75
738,185,105
739,185,59
740,185,225
741,186,179
742,186,180
743,186,99
744,186,181
745,187,9
746,187,166
747,187,100
748,187,135
749,188,225
750,188,48
751,188,32
752,188,63
753,189,175
754,189,169
755,189,5
756,189,39
757,190,104
758,190,169
759,190,53
760,190,154
761,191,70
762,191,2
763,191,86
764,191,140
765,192,159
766,192,32
767,192,101
768,192,192
769,193,138
770,193,206
771,193,171
772,193,216
773,194,62
774,194,1
775,194,8
776,194,52
777,195,129
778,195,167
779,195,150
780,195,136
781,196,173
782,196,98
783,196,133
784,196,187
785,197,185
786,197,230
787,197,224
788,197,106
789,198,203
790,198,53
791,198,84
792,198,218
793,199,182
794,199,77
795,199,165
796,199,233
797,200,222
798,200,32
799,200,64
800,200,37
801,201,56
802,201,68
803,201,226
804,201,31
805,202,129
806,202,166
807,202,72
808,202,88
809,203,29
810,203,226
811,203,171
812,203,187
813,204,152
814,204,4
815,204,103
816,204,110
817,205,209
818,205,187
819,205,84
820,205,191
821,206,136
822,206,148
